Title,Name [personal] (Creator),Name [personal] (Addressee),Place of Origin,Date Created,Subject - Topic,Subject - Geographic,Subject - Name [personal],Subject - Name [corporate],Abstract (Description),Biographical Information,Contributing Repository
"Letter from John Merritt to Thomas Merritt and Family, 1862 November 12","Merritt, John","Merritt, Thomas",Fort Monroe (Va.),1862-11-12,Soldiers--Family relationships--New York (State),"Fort Monroe (Va.); United States--History--Civil War, 1861-1865--Naval operations",,"United States. Army. New York Infantry Regiment, 114th (1862-1865)",Merritt discusses his journey from Baltimore to Fort Monroe.,"John Merritt was a Union soldier from Madison County, New York. He enlisted as a private on August 9, 1862, Company D, 114th Regiment infantry, New York Volunteers.  He served in several Louisiana campaigns. He was probably wounded in the battle of Opequon, Va., September 19, 1864.  He was mustered out on June 8, 1865.",LSU Libraries. Special Collections|uri=http://id.loc.gov/authorities/names/no2015036095
"Letter from John Merritt to Thomas Merritt and Family, 1862 November 11","Merritt, John","Merritt, Thomas",Baltimore (Md.),1862-11-11,Soldiers--Family relationships--New York (State),"Baltimore (Md.)--History--Civil War, 1861-1865; United States--History--Civil War, 1861-1865--Naval operations",,"United States. Army. New York Infantry Regiment, 114th (1862-1865)",Merritt tells his family that he expects they will soon embark on a long journey. He requests that his family continue to send letters to Fort Monroe.,"John Merritt was a Union soldier from Madison County, New York. He enlisted as a private on August 9, 1862, Company D, 114th Regiment infantry, New York Volunteers.  He served in several Louisiana campaigns. He was probably wounded in the battle of Opequon, Va., September 19, 1864.  He was mustered out on June 8, 1865.",LSU Libraries. Special Collections|uri=http://id.loc.gov/authorities/names/no2015036095
"Letter from John Merritt to Thomas Merritt and Family, 1862 November 19","Merritt, John","Merritt, Thomas",Fort Monroe (Va.),1862-11-19,Soldiers--Family relationships--New York (State),"Fort Monroe (Va.); United States--History--Civil War, 1861-1865--Naval operations; United States--History--Civil War, 1861-1865--Religious aspects--Christianity",,"United States. Army. New York Infantry Regiment, 114th (1862-1865); Atlantic (Ship : 1850-1871); Monitor (Ironclad); United States. Army--Pay, allowances, etc.",Merritt discusses camp life at Fort Monroe aboard the Atlantic. He describes the ships and soldiers preparing for the expedition.,"John Merritt was a Union soldier from Madison County, New York. He enlisted as a private on August 9, 1862, Company D, 114th Regiment infantry, New York Volunteers.  He served in several Louisiana campaigns. He was probably wounded in the battle of Opequon, Va., September 19, 1864.  He was mustered out on June 8, 1865.",LSU Libraries. Special Collections|uri=http://id.loc.gov/authorities/names/no2015036095
"Letter from John Merritt to Thomas Merritt and Family, 1862 November 21","Merritt, John","Merritt, Thomas",Fort Monroe (Va.),1862-11-21,Soldiers--Family relationships--New York (State);,"Fort Monroe (Va.); United States--History--Civil War, 1861-1865--Naval operations",,"United States. Army. New York Infantry Regiment, 114th (1862-1865); Atlantic (Ship : 1850-1871); United States. Army--Pay, allowances, etc.",Merritt informs his family that he has received 2 months' pay and will send some home to them.,"John Merritt was a Union soldier from Madison County, New York. He enlisted as a private on August 9, 1862, Company D, 114th Regiment infantry, New York Volunteers.  He served in several Louisiana campaigns. He was probably wounded in the battle of Opequon, Va., September 19, 1864.  He was mustered out on June 8, 1865.",LSU Libraries. Special Collections|uri=http://id.loc.gov/authorities/names/no2015036095
"Letter from John Merritt to Thomas Merritt and Family, 1862 November 23","Merritt, John","Merritt, Thomas",Fort Monroe (Va.),1862-11-23,Soldiers--Family relationships--New York (State); Soldiers--Confederate States of America; Pediculosis--Virginia--Fort Monroe,"Fort Monroe (Va.); United States--History--Civil War, 1861-1865--Naval operations","Burnside, Ambrose Everett, 1824-1881","United States. Army. New York Infantry Regiment, 114th (1862-1865); Atlantic (Ship : 1850-1871); United States. Army--Sanitary affairs.",Merritt speculates the destination of the expeditions. He believes they may fight in Virginia depending on the success of General Burnside. He further  tells of an outbreak of lice amongst many of the other ships.,"John Merritt was a Union soldier from Madison County, New York. He enlisted as a private on August 9, 1862, Company D, 114th Regiment infantry, New York Volunteers.  He served in several Louisiana campaigns. He was probably wounded in the battle of Opequon, Va., September 19, 1864.  He was mustered out on June 8, 1865.",LSU Libraries. Special Collections|uri=http://id.loc.gov/authorities/names/no2015036095
"Letter from John Merritt to Thomas Merritt and Family, 1862 November 26","Merritt, John","Merritt, Thomas",Fort Monroe (Va.),1862-11-26,Soldiers--Family relationships--New York (State); Soldiers--United States--Attitudes.,"Fort Monroe (Va.); United States--History--Civil War, 1861-1865--Naval operations",,"United States. Army. New York Infantry Regiment, 114th (1862-1865); Atlantic (Ship : 1850-1871)","Merritt tells his family that he has not been getting their letters. He expects they will not be at Fort Monroe much longer. He describes his frustration with his regiment's stagnation and wonders how much government money is being wasted with so many soldiers, sailors, and naval vessels remaining at the Fort.","John Merritt was a Union soldier from Madison County, New York. He enlisted as a private on August 9, 1862, Company D, 114th Regiment infantry, New York Volunteers.  He served in several Louisiana campaigns. He was probably wounded in the battle of Opequon, Va., September 19, 1864.  He was mustered out on June 8, 1865.",LSU Libraries. Special Collections|uri=http://id.loc.gov/authorities/names/no2015036095
"Letter from John Merritt to Thomas Merritt and Family, 1862 December 2","Merritt, John","Merritt, Thomas",Fort Monroe (Va.),1862-12-02,Soldiers--Family relationships--New York (State); Smallpox--Vaccination--United States.,"Fort Monroe (Va.); United States--History--Civil War, 1861-1865--Naval operations",,"United States. Army. New York Infantry Regiment, 114th (1862-1865); Atlantic (Ship : 1850-1871); United States. Army--Sanitary affairs; United States. Army--Medical supplies.","Merritt says that they have now brought horses aboard the ships, so he thinks they must certainly move out soon. He says that the soldiers received smallpox vaccinations, and that ships were loaded with swamp water from Norfolk for them to drink on the voyage.","John Merritt was a Union soldier from Madison County, New York. He enlisted as a private on August 9, 1862, Company D, 114th Regiment infantry, New York Volunteers.  He served in several Louisiana campaigns. He was probably wounded in the battle of Opequon, Va., September 19, 1864.  He was mustered out on June 8, 1865.",LSU Libraries. Special Collections|uri=http://id.loc.gov/authorities/names/no2015036095
"Letter from John Merritt to Thomas Merritt and Family, 1862 December","Merritt, John","Merritt, Thomas",Ship Island (Miss.),1862-12,Soldiers--Family relationships--New York (State); Typhoid fever--Mississippi; Yellow fever--Mississippi.,"Ship Island (Miss.)--History--Civil War, 1861-1865; United States--History--Civil War, 1861-1865--Naval operations",,"United States. Army. New York Infantry Regiment, 114th (1862-1865); United States. Army--Sanitary affairs.","Merritt recounts the journey from Fort Monroe to Ship Island, Miss. He says that many have been sick and one soldier died of typhoid. He says they may have to stay and guard the island, but he is worried about yellow fever.","John Merritt was a Union soldier from Madison County, New York. He enlisted as a private on August 9, 1862, Company D, 114th Regiment infantry, New York Volunteers.  He served in several Louisiana campaigns. He was probably wounded in the battle of Opequon, Va., September 19, 1864.  He was mustered out on June 8, 1865.",LSU Libraries. Special Collections|uri=http://id.loc.gov/authorities/names/no2015036095
"Letter from John Merritt to Thomas Merritt and Family, 1863 January 7","Merritt, John","Merritt, Thomas","Carrollton (New Orleans, La.)",1863-01-07,Soldiers--Family relationships--New York (State); Freedmen--Louisiana.,"Carrollton (New Orleans, La.)--History--Civil War, 1861-1865; United States--History--Civil War, 1861-1865--Religious aspects--Christianity; United States--History--Civil War, 1861-1865--Hospitals; United States--History--Civil War, 1861-1865--Confiscations and contributions","Banks, Nathaniel Prentiss, 1816-1894","United States. Army. New York Infantry Regiment, 114th (1862-1865); United States. Army--Sanitary affairs.","Due to rampant sickness, Merritt says that his regiment was reported as unfit for duty, so they will be guarding local hospitals around New Orleans. He says that General Banks has arrived. He describes confiscating goods from local plantations and the Union Army's relations with the local Black population.","John Merritt was a Union soldier from Madison County, New York. He enlisted as a private on August 9, 1862, Company D, 114th Regiment infantry, New York Volunteers.  He served in several Louisiana campaigns. He was probably wounded in the battle of Opequon, Va., September 19, 1864.  He was mustered out on June 8, 1865.",LSU Libraries. Special Collections|uri=http://id.loc.gov/authorities/names/no2015036095
"Letter from John Merritt to Thomas Merritt and Family, 1863 January 13","Merritt, John","Merritt, Thomas","Lafourche, Bayou (La.)",1863-01-13,Soldiers--Family relationships--New York (State); African American soldiers; Soldiers--Confederate States of America; Guerrillas--Confederate States of America; Spies--Confederate States of America.,"Lafourche, Bayou (La.)--History--Civil War, 1861-1865; United States--History--Civil War, 1861-1865--Naval operations",,"United States. Army. New York Infantry Regiment, 114th (1862-1865); United States. Army--Target practice","Merritt describes his excursion into Rebel territory and guarding the local railroad bridges. He discusses the placement of Union troops in South Louisiana, including two regiments of Black soldiers. He tells of Rebel spies trying to cross their defenses and guerilla attacks.","John Merritt was a Union soldier from Madison County, New York. He enlisted as a private on August 9, 1862, Company D, 114th Regiment infantry, New York Volunteers.  He served in several Louisiana campaigns. He was probably wounded in the battle of Opequon, Va., September 19, 1864.  He was mustered out on June 8, 1865.",LSU Libraries. Special Collections|uri=http://id.loc.gov/authorities/names/no2015036095
"Letter from John Merritt to Thomas Merritt and Family, 1863 February 8","Merritt, John","Merritt, Thomas",Camp Stevens (La.),1863-02-08,"Soldiers--Family relationships--New York (State); Barricades (Military science)--Louisiana; Artillery, Field and mountain--United States.","Camp Stevens (La.); Berwick Bay (La.)--History--Civil War, 1861-1865; United States--History--Civil War, 1861-1865--Naval operations",,"United States. Army. New York Infantry Regiment, 114th (1862-1865); United States. Army--Promotions",Merritt says that for the first time they are within sight of Confederate defenses with four Union gunboats supporting them in a possible movement to Texas. He discusses losing his company's captain due to promotion and a petition the soldiers signed to nominate a new captain.,"John Merritt was a Union soldier from Madison County, New York. He enlisted as a private on August 9, 1862, Company D, 114th Regiment infantry, New York Volunteers.  He served in several Louisiana campaigns. He was probably wounded in the battle of Opequon, Va., September 19, 1864.  He was mustered out on June 8, 1865.",LSU Libraries. Special Collections|uri=http://id.loc.gov/authorities/names/no2015036095
"Letter from John Merritt to Thomas Merritt and Family, 1863 February 20","Merritt, John","Merritt, Thomas",Morgan City (La.),1863-02-20,Soldiers--Family relationships--New York (State); Gunboats.,"Morgan City (La.)--History--Civil War, 1861-1865; Berwick Bay (La.)--History--Civil War, 1861-1865; United States--History--Civil War, 1861-1865--Naval operations","Longwell, Richard","United States. Army. New York Infantry Regiment, 114th (1862-1865); United States. Army. New York Infantry Regiment, 44th (1861-1864); Confederate States of America. Navy; United States. Navy.","Still encamped near the Confederates, Merritt expects they will soon be shelled. He says a new captain, Richard Longwell, was sent to command the company, and he asks his family to send money and stamps.","John Merritt was a Union soldier from Madison County, New York. He enlisted as a private on August 9, 1862, Company D, 114th Regiment infantry, New York Volunteers.  He served in several Louisiana campaigns. He was probably wounded in the battle of Opequon, Va., September 19, 1864.  He was mustered out on June 8, 1865.",LSU Libraries. Special Collections|uri=http://id.loc.gov/authorities/names/no2015036095
"Letter from John Merritt to Thomas Merritt and Family, 1863 June 27","Merritt, John","Merritt, Thomas",Port Hudson (La.),1863-06-27,Soldiers--Family relationships--New York (State); Siege warfare--Louisiana; Fortifications--Louisiana; Guerrillas--Confederate States of America.,"Port Hudson (La.)--History--Civil War, 1861-1865; Morgan City (La.)--History--Civil War, 1861-1865; Port Hudson (La.)--History--Siege, 1863; Vicksburg (Miss.)--History--Siege, 1863","Johnston, Joseph E. (Joseph Eggleston), 1807-1891; Weitzel, G. (Godfrey), 1835-1884","United States. Army. New York Infantry Regiment, 114th (1862-1865)","Merritt describes the fighting and unsuccessful charges at Port Hudson. Failing to capture the fort, he expects the Union will resort to starving the Rebels out. He received news of the fall of Vicksburg and hopes that they will receive reinforcements for the ongoing siege. He again asks his family for money, explaining that he probably will not get paid until they take Port Hudson, and that he lost most of what he owned due to the Rebels capturing Brashear City.","John Merritt was a Union soldier from Madison County, New York. He enlisted as a private on August 9, 1862, Company D, 114th Regiment infantry, New York Volunteers.  He served in several Louisiana campaigns. He was probably wounded in the battle of Opequon, Va., September 19, 1864.  He was mustered out on June 8, 1865.",LSU Libraries. Special Collections|uri=http://id.loc.gov/authorities/names/no2015036095
"Letter from John Merritt to Thomas Merritt and Family, 1863 July 3","Merritt, John","Merritt, Thomas",New Orleans (La.),1863-07-03,Soldiers--Family relationships--New York (State); Drinking of alcoholic beverages--Louisiana--New Orleans.,"New Orleans (La.)--History--Civil War, 1861-1865; Texas--History--Civil War, 1861-1865","Grant, Ulysses S. (Ulysses Simpson), 1822-1885","United States. Army. New York Infantry Regiment, 114th (1862-1865)","Back in New Orleans, Merritt speculates on whether his regiment will join Grant's army or move to take Texas. He says that the officers will not let them go into the city because they fear the soldiers will drink excessively.","John Merritt was a Union soldier from Madison County, New York. He enlisted as a private on August 9, 1862, Company D, 114th Regiment infantry, New York Volunteers.  He served in several Louisiana campaigns. He was probably wounded in the battle of Opequon, Va., September 19, 1864.  He was mustered out on June 8, 1865.",LSU Libraries. Special Collections|uri=http://id.loc.gov/authorities/names/no2015036095
"Letter from John Merritt to Thomas Merritt and Family, 1863 July 29","Merritt, John","Merritt, Thomas",Donaldsonville (La.),1863-07-29,Soldiers--Family relationships--New York (State); Marching.,"Donaldsonville (La.)--History--Civil War, 1861-1865; United States--History--Civil War, 1861-1865--Health aspects; Carrollton (New Orleans, La.)--History--Civil War, 1861-1865; United States--History--Civil War, 1861-1865--Campaigns; Helena, Battle of, Helena, Ark., 1863","Weitzel, G. (Godfrey), 1835-1884","United States. Army. New York Infantry Regiment, 114th (1862-1865); United States. Army--Pay, allowances, etc.",Merritt says that he has not received any letters. He hopes his family and friends will excuse his failure to write on account of constant marching and battles for the past four months. He worries that his family thinks he is dead and cautions them about believing 'flying rumors.',"John Merritt was a Union soldier from Madison County, New York. He enlisted as a private on August 9, 1862, Company D, 114th Regiment infantry, New York Volunteers.  He served in several Louisiana campaigns. He was probably wounded in the battle of Opequon, Va., September 19, 1864.  He was mustered out on June 8, 1865.",LSU Libraries. Special Collections|uri=http://id.loc.gov/authorities/names/no2015036095
"Letter from John Merritt to Thomas Merritt and Family, 1863 August 5","Merritt, John","Merritt, Thomas",Thibodaux (La.),1863-08-05,Soldiers--Family relationships--New York (State); Gunboats.,"Thibodaux (La.)--History--Civil War, 1861-1865; United States--History--Civil War, 1861-1865--Religious aspects--Christianity; Morgan City (La.)--History--Civil War, 1861-1865","Grant, Ulysses S. (Ulysses Simpson), 1822-1885; Weitzel, G. (Godfrey), 1835-1884","United States. Army. New York Infantry Regiment, 114th (1862-1865); United States. Army. Department of the Tennessee; United States. Army. Department of the Gulf (1862-1865).","Merritt says that they are in camp for the summer, and that he will be able to write more often. He says that the Confederate forces left for Texas fearing they would be surrounded and captured. He expects they will join Grant's army in the Fall and asks his family to send their likeness to him.","John Merritt was a Union soldier from Madison County, New York. He enlisted as a private on August 9, 1862, Company D, 114th Regiment infantry, New York Volunteers.  He served in several Louisiana campaigns. He was probably wounded in the battle of Opequon, Va., September 19, 1864.  He was mustered out on June 8, 1865.",LSU Libraries. Special Collections|uri=http://id.loc.gov/authorities/names/no2015036095
"Letter from John Merritt to Thomas Merritt and Family, 1863 August 8","Merritt, John","Merritt, Thomas",Camp Hubard (La.),1863-08-08,"Soldiers--Family relationships--New York (State); Port Hudson (La.)--History--Siege, 1863; Snipers--Confederate States of America.","Camp Hubard (La.); Texas--History--Civil War, 1861-1865; Mobile (Ala.)--History--Civil War, 1861-1865; Port Hudson (La.)",,"United States. Army. New York Infantry Regiment, 114th (1862-1865); United States. Army--Sanitary affairs.",Merritt discusses the regiment's possible movement to either Texas or Mobile. He describes how small their Army looks due to sickness and death and reminisces on their capture of Port Hudson.,"John Merritt was a Union soldier from Madison County, New York. He enlisted as a private on August 9, 1862, Company D, 114th Regiment infantry, New York Volunteers.  He served in several Louisiana campaigns. He was probably wounded in the battle of Opequon, Va., September 19, 1864.  He was mustered out on June 8, 1865.",LSU Libraries. Special Collections|uri=http://id.loc.gov/authorities/names/no2015036095
"Letter from John Merritt to Thomas Merritt and Family, 1863 August 11","Merritt, John","Merritt, Thomas",Camp Hubard (La.),1863-08-11,Soldiers--Family relationships--New York (State); Draft--United States; Military education--United States; Temperance--United States.,Camp Hubard (La.),,"United States. Army. New York Infantry Regiment, 114th (1862-1865)","Merritt discusses his Father's problems with drafting new soldiers, but says it must continue to ensure Union victory. He says that they have received new clothes for a new campaign in the fall and reassures his family that he has not been drinking to excess.","John Merritt was a Union soldier from Madison County, New York. He enlisted as a private on August 9, 1862, Company D, 114th Regiment infantry, New York Volunteers.  He served in several Louisiana campaigns. He was probably wounded in the battle of Opequon, Va., September 19, 1864.  He was mustered out on June 8, 1865.",LSU Libraries. Special Collections|uri=http://id.loc.gov/authorities/names/no2015036095
"Letter from John Merritt to Thomas Merritt and Family, 1863 August 25","Merritt, John","Merritt, Thomas",Camp Reno (La.),1863-08-25,Soldiers--Family relationships--New York (State); Guerrillas--Confederate States of America; Mosquitoes--Louisiana.,"Camp Reno (La.); Patterson (La.)--History--Civil War, 1861-1865",,"United States. Army. New York Infantry Regiment, 114th (1862-1865); United States. Army--Sanitary affairs.","Merritt describes the rampant sickness among the Union Army in Louisiana. He especially dislikes the mosquitoes, which he says are the size of bees.","John Merritt was a Union soldier from Madison County, New York. He enlisted as a private on August 9, 1862, Company D, 114th Regiment infantry, New York Volunteers.  He served in several Louisiana campaigns. He was probably wounded in the battle of Opequon, Va., September 19, 1864.  He was mustered out on June 8, 1865.",LSU Libraries. Special Collections|uri=http://id.loc.gov/authorities/names/no2015036095
"Letter from John Merritt to Thomas Merritt and Family, 1863 October 5","Merritt, John","Merritt, Thomas",New Iberia (La.),1863-10-03,Soldiers--Family relationships--New York (State); War horses--United States,"New Iberia (La.); United States--History--Civil War, 1861-1865--Health aspects; United States--History--Civil War, 1861-1865--Hospitals",,"United States. Army. New York Infantry Regiment, 114th (1862-1865); United States. Army. Connecticut Infantry Regiment, 12th (1861-1865)","Merritt says they are now on the march to Texas. He heard that they may be ""mounting"" his brigade.","John Merritt was a Union soldier from Madison County, New York. He enlisted as a private on August 9, 1862, Company D, 114th Regiment infantry, New York Volunteers.  He served in several Louisiana campaigns. He was probably wounded in the battle of Opequon, Va., September 19, 1864.  He was mustered out on June 8, 1865.",LSU Libraries. Special Collections|uri=http://id.loc.gov/authorities/names/no2015036095
"Letter from John Merritt to Thomas Merritt and Family, 1863 November 8","Merritt, John","Merritt, Thomas",Lafayette (La.),1863-11-06,Soldiers--Family relationships--New York (State); Battle casualties--Louisiana.,"Lafayette (La.)--History--Civil War, 1861-1865",,"United States. Army. New York Infantry Regiment, 114th (1862-1865); United States. Army. Corps, 13th (1862-1865)",Merritt discusses a battle between the 13th Army Corps and the Confederates. He says he is now very tired from marching.,"John Merritt was a Union soldier from Madison County, New York. He enlisted as a private on August 9, 1862, Company D, 114th Regiment infantry, New York Volunteers.  He served in several Louisiana campaigns. He was probably wounded in the battle of Opequon, Va., September 19, 1864.  He was mustered out on June 8, 1865.",LSU Libraries. Special Collections|uri=http://id.loc.gov/authorities/names/no2015036095
"Letter from John Merritt to Thomas Merritt and Family, 1863 December 27","Merritt, John","Merritt, Thomas",New Iberia (La.),1863-12-27,Soldiers--Family relationships--New York (State); Firing squads (Execution)--Louisiana; Military law--United States.,"New Iberia (La.)--History--Civil War, 1861-1865; United States--History--Civil War, 1861-1865--Desertions","Turner, Charles","United States. Army. New York Infantry Regiment, 114th (1862-1865)","Merritt tells his family that a man in his regiment will be shot tomorrow for desertion. He says that the soldiers are sorry for him, but ""it is the rules of war.""","John Merritt was a Union soldier from Madison County, New York. He enlisted as a private on August 9, 1862, Company D, 114th Regiment infantry, New York Volunteers.  He served in several Louisiana campaigns. He was probably wounded in the battle of Opequon, Va., September 19, 1864.  He was mustered out on June 8, 1865.",LSU Libraries. Special Collections|uri=http://id.loc.gov/authorities/names/no2015036095
